Date Time,Address,Latitude,Longitude,Resolved Address,Minimum Temperature,Maximum Temperature,Temperature,Precipitation,Precipitation %,Wind speed,Wind gust,Visibility
07/01/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",67.01,85.01,74.88,0,0,8.91,0,9.7
07/02/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",53.15,74.03,64.11,0,0,8.3,32.21,9.62
07/03/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",50.09,81.95,67.51,0,0,3.71,0,9.36
07/04/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",57.11,84.83,72.1,0,0,7.47,0,9.79
07/05/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",67.01,88.97,78.35,0,0,9.95,0,9.36
07/06/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",74.03,92.93,81.29,0,0,10.56,0,8.53
07/07/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",70.97,93.83,83.12,1.17,20.83,8.98,48.09,9.12
07/08/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",65.03,84.83,76,0.11,16.67,8.1,0,9.74
07/09/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",60.17,86.99,74.27,0,0,3.92,0,8.18
07/10/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",66.11,86.99,75.91,0,0,9.15,0,8.49
07/11/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",68.09,91.13,80.21,0,0,8.89,0,9.49
07/12/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",71.15,95.09,84.08,0,0,9.25,0,7.76
07/13/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",70.07,87.89,79.23,0.51,25,6.29,0,9.24
07/14/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",59.09,79.97,71.03,0.06,16.67,7.59,0,8.76
07/15/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",53.15,75.83,65.08,0,0,7.55,0,9.7
07/16/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",50.09,77.09,65.8,0,0,3.48,0,9.1
07/17/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",57.11,78.89,69.31,0,0,3.86,0,9.79
07/18/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",60.17,80.87,70.18,0,0,4.29,0,8.75
07/19/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",56.03,83.93,70.38,0,0,5.24,0,7.3
07/20/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",60.17,87.89,75.11,0,0,10.27,0,8.47
07/21/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",71.15,95.09,82.92,0,0,10.46,0,8.62
07/22/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",76.91,99.95,87.55,0,0,7.23,0,6.88
07/23/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",71.15,89.15,80.53,0,0,7.57,0,8.43
07/24/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",64.13,86.99,75.72,0,0,8.95,0,9.96
07/25/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",69.17,100.85,85.93,0,0,12.17,0,8.97
07/26/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",79.07,95.09,85.45,0,0,6.38,0,9.7
07/27/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",70.97,90.95,81.14,0,0,10.21,0.22,9.23
07/28/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",59.09,83.93,70.95,0,0,7.46,0,9.96
07/29/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",56.03,85.91,71.19,0,0,4.3,0,9.14
07/30/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",61.07,80.87,71.49,0,0,2.66,0,9.62
07/31/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",54.05,87.89,71.02,0,0,3.49,0,9.23
08/01/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",64.13,88.97,75.42,0,0,5.4,0,9.14
08/02/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",63.05,91.85,77.28,0,0,3.27,0,8.97
08/03/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",63.05,90.95,75.59,0.91,16.67,8.88,0,8.92
08/04/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",69.17,95.99,81.68,0.11,8.33,7.27,0,9.62
08/05/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",71.15,95.09,82.54,0,0,3.81,0,8.36
08/06/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",67.01,93.83,78.04,1.74,29.17,7.65,0,7.32
08/07/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",70.97,83.93,76.28,0.17,8.33,3.82,0,8.32
08/08/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",68.09,83.93,75.31,0,0,4.12,0,9.57
08/09/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",66.11,83.93,75,0,0,4.97,0,7.06
08/10/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",67.01,83.93,75.11,0.41,20.83,5.31,0,9.05
08/11/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",60.17,82.85,72.79,0.02,4.17,9.68,0,8.79
08/12/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",57.83,80.87,68.94,0,0,7.86,0,10
08/13/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",53.15,82.85,69.24,0,0,2.86,0,9.53
08/14/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",56.03,87.89,73.15,0,0,4.61,0,9.26
08/15/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",67.01,84.83,76.16,0.02,12.5,7.52,0,8.88
08/16/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",69.17,83.93,77.52,0.73,12.5,7.72,0,7.97
08/17/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",64.13,85.01,73.65,0.02,4.17,4.87,0,8.02
08/18/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",66.83,92.93,79.62,0,0,3.63,0,8.3
08/19/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",72.05,96.89,83.66,0.02,8.33,5.02,0,9.83
08/20/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",74.03,96.89,86.35,0,0,9.31,0,10
08/21/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",79.97,99.95,88.89,0,0,13.17,0,9.92
08/22/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",77.09,98.87,87.12,0,0,5.78,0,9.74
08/23/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",77.09,102.83,87.96,0,0,7.53,0,10
08/24/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",73.13,102.83,88.23,0,0,9.76,0,10
08/25/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",79.07,101.93,89.34,0,0,6.5,0,9.87
08/26/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",74.93,96.89,83.25,0.01,4.17,7.25,0,9.83
08/27/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",74.93,90.95,82.29,0,0,6.81,0,9.74
08/28/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",76.01,97.97,85.79,0,0,7.27,0,8.97
08/29/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",70.97,90.95,78.52,0.23,20.83,7.26,0,8.78
08/30/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",66.11,94.91,78.73,0.02,8.33,3.16,0,9.11
08/31/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",67.01,99.95,83.22,1.15,12.5,12.7,0,9.35
09/01/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",65.93,79.61,72.51,0.91,33.33,7.99,0,8.83
09/02/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",67.01,82.85,72.97,0.06,8.33,3.81,0,6.32
09/03/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",66.11,88.07,76.84,1,20.83,12.26,0.22,8.98
09/04/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",76.01,93.11,84.26,0.15,8.33,14.01,0,10
09/05/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",61.97,79.97,70.14,0.06,16.67,9.29,0,9.42
09/06/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",55.13,74.93,64.23,0.02,8.33,6.13,0,9.96
09/07/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",49.01,77.99,63.32,0,0,4.76,0,9.74
09/08/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",53.15,84.83,70.45,0,0,7.98,0,9.83
09/09/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",71.15,92.03,81.98,0,0,13.33,0,8.4
09/10/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",60.17,80.15,69.62,0.33,33.33,10.46,0,8.08
09/11/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",53.15,60.17,57.02,0.02,4.17,8.44,0,9.79
09/12/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",39.11,54.95,51.26,0.01,4.17,8.69,0,9.62
09/13/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",35.15,63.95,49.32,0,0,4.81,0,9.4
09/14/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",51.17,72.95,62.51,0,0,6.42,0,10
09/15/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",48.11,71.15,63.79,0,0,7.58,0,9.49
09/16/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",43.07,72.95,59.13,0,0,4.13,0,9.66
09/17/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",60.17,76.01,67.58,0.33,12.5,4.51,0,4.96
09/18/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",57.11,69.17,63.92,0.02,4.17,6.17,0,3.41
09/19/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",58.01,81.05,68.64,0,0,8.8,0,4.51
09/20/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",64.13,84.83,73.37,0,0,6.66,0,5.3
09/21/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",50.09,76.91,64.16,0,0,8.47,0,9.37
09/22/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",44.15,74.03,59.19,0,0,3.87,0,9.83
09/23/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",49.01,73.85,62.96,0.04,8.33,8.02,0,9.87
09/24/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",58.01,72.05,63.73,0.09,33.33,7.29,0,9.62
09/25/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",60.17,83.93,70.16,0.01,8.33,6.67,0,9.87
09/26/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",56.03,83.03,68.15,0.01,4.17,5.9,0,8.15
09/27/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",53.15,81.05,66.93,0,0,5.5,0,6.57
09/28/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",52.07,83.03,66.33,0,0,1.95,0,5.93
09/29/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",51.17,84.11,67.39,0,0,2.31,0,6.41
09/30/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",57.11,84.83,71.03,0.01,4.17,8.24,0,8.28
10/01/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",64.13,81.95,72.02,0.43,33.33,8.5,33.33,7.93
10/02/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",56.03,68.09,63.91,1.13,50,10.55,29.75,7.57
10/03/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",39.11,56.03,49.94,0.17,16.67,12.49,39.15,9.83
10/04/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",36.05,59.99,47.01,0,0,7.99,0,9.87
10/05/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",39.11,74.03,57.24,0.04,4.17,7.11,36.46,9.79
10/06/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",46.13,73.85,58.77,0.05,8.33,5.31,0,9.36
10/07/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",50.09,77.09,62.38,0,0,6.91,0,9.96
10/08/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",44.15,74.93,61.02,0,0,6.37,0,9.96
10/09/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",54.05,68.99,60.31,0.68,41.67,10.25,0,7.33
10/10/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",49.01,54.05,51.23,0.33,45.83,8.37,0,9.49
10/11/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",40.91,63.05,52.31,0.01,8.33,4.93,0,10
10/12/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",51.89,59.09,55.4,0,0,7.16,0,9.05
10/13/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",52.97,56.93,54.88,0.85,79.17,15.62,40.04,6.78
10/14/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",46.13,67.01,56.76,0.06,8.33,18.52,36.46,10
10/15/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",38.03,68.99,51.79,0,0,6.7,0,10
10/16/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",39.11,79.07,57.89,0,0,6.77,0,9.79
10/17/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",43.07,66.83,54.06,0,0,8.62,0,9.66
10/18/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",38.03,61.97,48.16,0,0,4.96,0,9.12
10/19/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",34.07,69.17,53.12,0,0,4.5,0,7.94
10/20/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",42.17,74.93,56.73,0,0,3.26,0,7.18
10/21/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",36.05,74.93,54.59,0,0,3.05,0,8.62
10/22/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",50.09,75.11,62.29,0,0,9.4,0,9.36
10/23/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",54.05,68.09,60.76,0.48,37.5,5.97,0,4.76
10/24/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",53.15,75.11,63,0.04,4.17,5.61,0,5.58
10/25/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",49.01,80.15,62.78,0,0,3.82,0,5.11
10/26/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",56.03,86.09,71.16,0,0,13.31,40.26,8.79
10/27/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",54.05,73.13,66.05,0,0,11.06,33.11,9.96
10/28/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",38.03,63.05,51.5,0,0,6.23,0,9.79
10/29/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",31.01,61.07,45.99,0,0,3.82,0,9.74
10/30/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",42.17,68.99,55.17,0,0,13.07,31.09,9.7
10/31/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",25.07,48.83,38.59,0,0,12.37,34.45,9.44
11/01/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",20.03,51.89,37.65,0,0,9,0,9.92
11/02/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",46.85,62.87,53.49,0,0,16.82,34.45,10
11/03/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",50.09,66.11,57.91,0.05,12.5,14.35,33.11,9.57
11/04/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",38.03,50.09,45.83,0,4.17,5.58,0,10
11/05/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",29.03,68.09,48.02,0,0,6.25,0,9.27
11/06/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",28.13,51.17,42.17,0,0,10.07,34.23,9.66
11/07/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",27.05,63.05,46.29,0,0,9.38,0.22,9.49
11/08/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",30.11,56.03,44.92,0,0,12.36,38.92,9.23
11/09/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",31.01,66.11,49.32,0,0,9.72,31.09,9.87
11/10/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",33.17,70.07,52.22,0,0,16.66,40.26,9.66
11/11/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",23.09,34.97,28.33,0,0,18.87,36.69,9.66
11/12/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",18.05,27.95,22.96,0,0,14.86,31.99,10
11/13/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",11.03,31.01,20.24,0,0,9.31,0,9.7
11/14/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",8.15,32.09,20.7,0,0,3.87,0,9.4
11/15/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",18.05,32.09,27.68,0,0,6.18,0,8.96
11/16/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",14.09,29.03,20.08,0.01,4.17,9.41,0,8.55
11/17/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",11.03,25.07,19.22,0,0,15.26,40.04,10
11/18/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",7.07,37.13,23.2,0,0,6.59,0,10
11/19/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",14.09,40.01,29.62,0,0,7.32,0,9.18
11/20/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",12.11,41.09,25.91,0,0,5.36,0,9.18
11/21/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",21.11,45.95,33.94,0.03,16.67,7.53,0,7.36
11/22/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",46.13,59.09,53.79,0,4.17,10.37,0,5.17
11/23/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",40.01,56.93,50.35,0.21,37.5,11.75,46.98,7.39
11/24/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",25.07,41.09,34.12,0.01,4.17,13.92,31.09,10
11/25/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",17.15,44.15,31.27,0,0,7.07,0,10
11/26/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",29.03,42.17,36.2,0.01,4.17,16.62,37.8,9.44
11/27/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",21.11,38.03,28.47,0,0,6.41,0,5.92
11/28/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",28.13,62.87,45.79,0,0,10.54,0,9.74
11/29/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",36.05,66.83,50.94,0,0,7.67,0,9.7
11/30/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",21.83,46.13,30.2,0,0,14.72,33.33,8.66
12/01/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",17.15,28.85,21.2,0,0,9.03,0,9.96
12/02/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",20.03,40.91,28.49,0,0,8.13,0,10
12/03/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",19.13,44.15,33.21,0,0,7.07,0,10
12/04/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",34.07,41.09,37.85,0,0,6.28,0,7.06
12/05/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",39.11,46.13,42,0.7,66.67,5.57,0,4.2
12/06/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",34.07,41.09,37.49,0.02,4.17,7.42,0,4.41
12/07/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",34.07,43.07,38.25,0,0,8.67,0,3.17
12/08/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",32.09,53.15,43.31,0,0,7.93,0,7.89
12/09/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",24.17,34.97,29.62,0,0,6.63,0,7.58
12/10/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",24.17,34.07,30.82,0.04,8.33,6.22,0,4.17
12/11/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",34.07,38.93,36.78,0,0,4.45,0,2.28
12/12/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",39.11,52.97,45.79,0,0,5.59,0,3.72
12/13/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",48.11,54.05,51.46,0,0,8.64,0,4.59
12/14/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",50.09,61.97,56.88,0.59,25,13.37,31.99,6.63
12/15/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",33.17,52.07,43.78,0.23,16.67,15.64,35.57,9.87
12/16/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",26.87,33.89,29.72,0,0,16.56,36.69,10
12/17/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",23.09,30.83,27.31,0.02,8.33,4.56,0,9.56
12/18/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",28.13,33.17,30.71,0.1,41.67,3.99,0,4.13
12/19/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",30.83,33.89,32.24,0,0,4.03,0,7.75
12/20/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",32.99,48.11,38.16,0,0,8.74,0,8.19
12/21/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",33.89,44.87,41.05,0,0,11.13,0,7.23
12/22/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",39.11,47.93,43.57,0.1,33.33,8.9,0,7
12/23/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",31.91,40.01,36.76,0,4.17,10.1,0,9.7
12/24/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",27.05,36.05,34.31,0.06,29.17,11.87,0,9.62
12/25/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",28.13,52.97,41.77,0,0,13.24,0.22,10
12/26/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",37.13,47.93,43.03,0,0,6.95,0,9.1
12/27/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",19.13,35.15,29.44,0.02,8.33,9.5,0,9.79
12/28/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",12.11,39.11,24.74,0,0,2.5,0,9.83
12/29/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",16.07,42.17,29.48,0,0,7.26,0,9.44
12/30/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",8.15,22.01,15.6,0,0,12.18,0,10
12/31/2014,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",3.11,42.35,12.72,0,0,7.45,0,10
01/01/2015,"lawrence, ks",38.97307,-95.23618,"lawrence, ks",16.97,34.07,26.24,0,0,9.4,0,10
